special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes
,,,,2008-10-28,11,Red Grapes In The City,Sugar Oaks,,,Clearwater band with non-Clearwater sound,,,
,,,,2008-10-28,12,Fever For You,Michael Holland,,,From Jennyanykind,,,
,,,,2008-10-28,13,Come On,The Mach Kung-Fu,,,"Japan says, “this is the future sound of yesterday twang.”",,,
,,,,2008-10-28,14,BREAK,,,,BREAK,X,,
,,,,2008-10-28,15,Dentistry Dub,Ears Magnet,,,via Geoffrey! ‘Alo Geoffrey!,,,
,,,,2008-10-28,16,Every Time I’ve Made A Girl Cry (I Know I’ve Done My Job),Band Marino,,,Confused? I am.,,,
,,,,2008-10-28,17,Jackson Cannery,Ben Folds Five,,,Going out to Rachel G!,,,
,,,,2008-10-28,18,BREAK,,,,BREAK,X,,
,,,,2008-10-28,19,"100,000 Fireflies",The Magnetic Fields,,,"One of the most beautiful songs, ever",,,
,,,,2008-10-28,20,The Light 3000,Schneider TM,,,Yet another cover of the Smiths’ song,,,
,,,,2008-10-28,21,Shy Kind of Guy,Gogol Bordello,,,Yoo-krenyen and loving it,,,
,,,,2008-10-28,22,BREAK,,,,BREAK,X,,
,,,,2008-10-28,23,Jungle Shadow,Kiril feat. MC Wasp,,,Sweatin’ in the Balkans,,,
,,,,2008-10-28,24,Health Food Store,White Hassle,,,By request! My listeners must love me,,,
,,,,2008-10-28,25,Plane of Illusion,Johnny Griffith,,,From the amazing Flying Funk comp.,,,
,,,,2008-10-28,26,BREAK,,,,BREAK,X,,
,,,,2008-10-28,27,Acid Police,Boredoms,,,"Japan says, “the authorities are sour.”",,,
,,,,2008-10-28,28,Thundergust of Woodpeckers,Prizzy Prizzy Please,,,Is that the right artist?,,,
,,,,2008-10-28,29,Bleep #1,MOTOR,,,ALL-CAPS! VERY IMPORTANT!,,,
,,,,2008-10-28,30,BREAK,,,,BREAK,X,,
,,,,2008-10-28,31,Lost In A Dream,pApAs fritAs,,,Perfect pop from Boston,,,
,,,,2008-10-28,32,Stickshifts + Safetybelts,Cake,,,More old cake -- still edible!,,,
,,,,2008-10-28,33,That’s When Your Heartaches Begin,The Soft Boys,,,From “Live At The Portland Arms”,,,
,,,,2008-10-28,34,BREAK,,,,BREAK,X,,
,,,,2008-10-28,35,My Friend Maurice,Home,,,Deliciously sloppy,,,
,,,,2008-10-28,36,Let’s Make A Baby,SSM,,,Where do babby come from?,,,
,,,,2008-10-28,37,Weed,1990s,,,Scotland’s answer to Supergrass,,,
,,,,2008-10-28,38,Hey Alright!,I Was Totally Destroying It,,,"Winner of ""Longest Band Name"" for this show",,,
,,,,2008-10-28,39,BREAK,,,,BREAK,X,,
,,,,2008-10-28,40,Vida de Cachorro,Os Mutantes,,,I Heart Rita Lee,,,
,,,,2008-11-04,00,Playlist for 2008-11-04,,,,,X,,
,,,,2008-11-04,01,Duke of Earl,Frank Black,,,A classic made even more classic,,,
,,,,2008-11-04,02,BREAK,,,,BREAK,X,,
,,,,2008-11-04,03,Basketball,Deerhoof,,,Opened their Nov. 1 Orlando show with this one,,,
,,,,2008-11-04,04,Miss Rebellion des Hormones,Stereo Total ,,,What are they saying? Don’t know! Don’t care!,,,
,,,,2008-11-04,05,You Left Me Standing,The Countdown Quartet,,,It’s a party on a disc,,,
,,,,2008-11-04,06,BREAK,,,,BREAK,X,,
,,,,2008-11-04,07,Put Some Sugar On It,Jad Fair,,,Somebody was humming this the other day.,,,
,,,,2008-11-04,08,Full On Idle,Breeders,,,From their Title TK album,,,
,,,,2008-11-04,09,Not Your Concern,The Hush Sound ,,,Sharp hook on that one,,,
,,,,2008-11-04,10,BREAK,,,,BREAK,X,,
,,,,2008-11-04,11,Soul Revival,Westbound Train ,,,Going out to Marc D!,,,
,,,,2008-11-04,12,Look Here,Jim Duffy,,,I have nothing to say.,,,
,,,,2008-11-04,13,Stagg Field,Rachel Taylor Brown,,,Implacable,,,
,,,,2008-11-04,14,BREAK,,,,BREAK,X,,
,,,,2008-11-04,15,Flat Duo Jets,You Belong To Me,,,Another classic,,,
,,,,2008-11-04,16,There She Goes,The La’s,,,Perfect pop perfection,,,
,,,,2008-11-04,17,Conspiracy of Praise,Thomas Function,,,Nonstop is what I have to say,,,
,,,,2008-11-04,18,BREAK,,,,BREAK,X,,
,,,,2008-11-04,19,Tazi-Tazi,Let 3,,,Will this Balkan madness ever end?,,,
,,,,2008-11-04,20,Let The Song Play,Robb Benson ,,,"Worth tracking down, as well as his previous band the Nevada Bachelors",,,
,,,,2008-11-04,21,So What’s New?,Milton deLugg,,,From an incredible accordion compilation,,,
,,,,2008-11-04,22,BREAK,,,,BREAK,X,,
,,,,2008-11-04,23,El Rayo X,David Lindley,,,Solo work from the renowned sideman,,,
,,,,2008-11-04,24,Save Me,Nina Simone,,,"Yes, Nina Simone",,,
,,,,2008-11-04,25,Junkyard,Treat Her Right,,,"Mark Sandman, unmistakable",,,
,,,,2008-11-04,26,BREAK,,,,BREAK,X,,
,,,,2008-11-04,27,Kargyraa Rap,Ondar,,,Feat. throat singing and Dr. Richard Feynman clowning around,,,
,,,,2008-11-04,28,Satta Massa Gana,The Abyssinians,,,From the Kings of Reggae compilation,,,
,,,,2008-11-04,29,Victoria,Ray Davies,,,One of my favorite Fall songs,,,
,,,,2008-11-04,30,BREAK,,,,BREAK,X,,
,,,,2008-11-04,31,Clearwater Blues,Sugar Oaks,,,"So bitter, so sweet",,,
,,,,2008-11-04,32,If You A Viper,Erin McKeown ,,,Reefer madness! Light a tea and let it be.,,,
,,,,2008-11-04,33,Up The Punks,Yoni Gordon + the Goods,,,"Reminds me, check out Jeffrey Lewis",,,
,,,,2008-11-04,34,BREAK,,,,BREAK,X,,
,,,,2008-11-04,35,Funky Sterling,Thomas Brinkman,,,Were you dancing in front of the mirror?,,,
,,,,2008-11-04,36,Grace,Supergrass,,,"Supergrass, I lurv u",,,
,,,,2008-11-04,37,Sir Prize,Starlight Mints,,,"My array, shaking hands with the cat in the mirror",,,
,,,,2008-11-04,38,Don’t Stop,MOTOR,,,"ONCE AGAIN, ALL CAPS PLEASE",,,
,,,,2008-11-04,39,BREAK,,,,BREAK,X,,
,,,,2008-11-04,40,Be Mine,Cagnee + Lacey,,,Martin Rev song... must ask Matthew if it’s Suicide or solo,,,
,,,,2008-11-11,00,Playlist for 2008-11-11,,,,,X,,
,,,,2008-11-11,01,Mother and Child Reunion,The Bedroom Covers,,,Going out to those who play Simon and Garfunkel in the bedroom,,,
,,,,2008-11-11,02,BREAK,,,,BREAK,X,,
,,,,2008-11-11,03,I Like My Pulse,HollAnd,,,Music for lovesick oscilloscopes,,,
,,,,2008-11-11,04,Call Me Lightning,The Who,,,,,,
,,,,2008-11-11,05,Westside Angst,that dog.,,,Famous people! In this band!,,,
,,,,2008-11-11,06,BREAK,,,,BREAK,X,,
,,,,2008-11-11,07,In The Dark,Robinella + CCString Band,,,Smoky classic,,,
,,,,2008-11-11,08,Mambo 8,Perez Prado,,,,,,
,,,,2008-11-11,09,Home is where the Hatred Is,Gil Scott-Heron,,,,,,
,,,,2008-11-11,10,Banana Meltdown,Dub Narcotic,,,Calvin Johnson is da voice,,,
,,,,2008-11-11,11,BREAK,,,,BREAK,X,,
,,,,2008-11-11,12,Better Days,Brother Bean,,,,,,
,,,,2008-11-11,13,BREAK,,,,BREAK,X,,
,,,,2008-11-11,14,Sunshine Superman,Sugarman 3,,,,,,
,,,,2008-11-11,15,Patterns,Brother Bean,,,,,,
,,,,2008-11-11,16,BREAK,,,,BREAK,X,,
,,,,2008-11-11,17,Limousine,Low Frequency In Stereo,,,Long and stretchy,,,
,,,,2008-11-11,18,Disko,Shantel,,,WTF is that? Balkan dub? Reggae hora?,,,
,,,,2008-11-11,19,BREAK,,,,BREAK,X,,
,,,,2008-11-11,20,Pumpkin,The Starlight Mints,,,Insiduous chordistry,,,
,,,,2008-11-11,21,Crazy Girl,Los Femurs,,,Here comes that crazy girl.,,,
,,,,2008-11-11,22,That’s Not My Name,The Ting Tings,,,"Oh, this crazy girl.",,,
,,,,2008-11-11,23,Shiva’s R+B Dub,Arling + Cameron,,,From music for imaginary soundtracks,,,
,,,,2008-11-11,24,BREAK,,,,BREAK,X,,
,,,,2008-11-11,25,Dark Dark Leaves,Sugar Oaks,,,Entrancing music from Clearwater,,,
,,,,2008-11-11,26,Sleeping Sleepers Sleep,Portugal. The man,,,Enter it thus on the Google!,,,
,,,,2008-11-11,27,Let’s Talk About Hi Fi,Carl Henry Brueggen,,,I feel like I’m flying first class.,,,
,,,,2008-11-11,28,BREAK,Rabbi Shankle,,,BREAK,X,,
,,,,2008-11-11,29,The Citizen’s Show,The Texas Instruments,,,Assignment: Investigate this band,,,
,,,,2008-11-11,30,Still Rock ‘n Roll To Me,Brother Bean,,,"Out on a limb, and swinging!",,,
,,,,2008-11-11,31,Why Don’t You Do It,Derby,,,Majestic and unexpected,,,
,,,,2008-11-11,32,BREAK,,,,BREAK,X,,
,,,,2008-11-11,33,Dark Night,Flat Duo Jets,,,The real deal.,,,
,,,,2008-11-11,34,Lefty,Rocket From The Crypt,,,"Mushy, fuzzy, sticky",,,
,,,,2008-11-11,35,Glue,These Modern Socks,,,"Winner, band name of the night",,,
,,,,2008-11-11,36,BREAK,,,,BREAK,X,,
,,,,2008-11-11,37,Squeals of Enjoyment,Dirty Poodle,,,About Fee Avenue pool,,,
,,,,2008-11-11,38,Young Folks,Peter Bjorn + John,,,So very Swedish,,,
,,,,2008-11-11,39,BREAK,,,,BREAK,X,,
,,,,2008-11-11,40,The Sleeping Knights of Jesus,Robyn Hitchcock,,,Bon soir!,,,
,,,,2008-11-18,00,Playlist for 2008-11-18,,,,,X,,
,,,,2008-11-18,01,Because,Elliott Smith,,,By request!,,,
,,,,2008-11-18,02,BREAK,,,,BREAK,X,,
,,,,2008-11-18,03,Lay Down Your Head Child,Oranger,,,Like heaven-flavored syrup,,,
,,,,2008-11-18,04,Swelling Itching Brain,Devo,,,I have it. Do you?,,,
,,,,2008-11-18,05,Pumpkins,Eskimo,,,On Les Claypool’s Prawn Song label,,,
,,,,2008-11-18,06,BREAK,,,,BREAK,X,,
,,,,2008-11-18,07,She’s An Angel,They Might Be Giants,,,That slide gives me the shivvies,,,
,,,,2008-11-18,08,Dashboard Issues,Franklin Bruno,,,"Oh Franklin, you are damn clever.",,,
,,,,2008-11-18,09,How About The Boys?,Arling + Cameron,,,How about them boys?,,,
,,,,2008-11-18,10,BREAK,,,,BREAK,X,,
,,,,2008-11-18,11,Blue Bonnet Rag,Speedy West + Jimmy Bryant,,,Classic stratospheric sounds!,,,
,,,,2008-11-18,12,Corndogs Are Our Friends,Canoe,,,"LADIES AND GENTELEMENT, I GIVE YOU CANOE!",,,
,,,,2008-11-18,13,Minor Waltz,Asylum Street Spankers,,,That’s a saw you hear,,,
,,,,2008-11-18,14,BREAK,,,,BREAK,X,,
,,,,2008-11-18,15,No Kid,Urban Dance Squad,,,"UDS, or as we’d say today, WTF",,,
,,,,2008-11-18,16,2 Fingers Cross’d,White Hassle,,,This show’s OWH,,,
,,,,2008-11-18,17,Good Times Bad Times,Led Zeppelin,,,"Call it instinct, I just had to play it next",,,
,,,,2008-11-18,18,BREAK,,,,BREAK,X,,
,,,,2008-11-18,19,Time Bomb,The Format,,,"Tick tock you’re not a clock you’re a time bomb, baby",,,
,,,,2008-11-18,20,All Night,The Countdown Quartet,,,When they say ALL NIGHT you know they mean it,,,
,,,,2008-11-18,21,Vexamao,Pele + Elis Regina,,,"Yes, soccer Pele",,,
,,,,2008-11-18,22,BREAK,,,,BREAK,X,,
,,,,2008-11-18,23,Banana Leaf,Sugar Oaks,,,"More Sugar Oaks, but never enough... dig the dub ending",,,
,,,,2008-11-18,24,Blue Monk,The Halftones,,,Atlanta ska from the mid ‘90s?,,,
,,,,2008-11-18,25,Goddess on a Highway,Mercury Rev,,,"Tragically obscure, that Mercury Rev",,,
,,,,2008-11-18,26,BREAK,,,,BREAK,X,,
,,,,2008-11-18,27,Hey! Bellboy!,Gloria Wood,,,Ding!,,,
,,,,2008-11-18,28,Seinn O!,Mouth Music,,,"Wild Gaellic groove -- was it me, or was the CD malfing?",,,
,,,,2008-11-18,29,Put It Down,Mike Doughty,,,From Soul Coughing,,,
,,,,2008-11-18,30,BREAK,,,,BREAK,X,,
,,,,2008-11-18,31,September 1st,Los Femurs,,,Check out the musical reference!,,,
,,,,2008-11-18,32,Sad Lover’s Waltz,Camper Van Beethoven,,,"It’s sad, and it’s a waltz",,,
,,,,2008-11-18,33,Cerdo,Molotov,,,Directo desde Mexico! No me llames cerdo!,,,
,,,,2008-11-18,34,BREAK,,,,BREAK,X,,
,,,,2008-11-18,35,Epsilon,The Anubian Lights ,,,"Oh my, what a trainwreck!",,,
,,,,2008-11-18,36,Alcohol,CSS,,,Brazilectric,,,
,,,,2008-11-18,37,I’d Like That,XTC,,,Because one three letter band deserves another,,,
,,,,2008-11-18,38,She Took Off My Romeos,David Lindley,,,"David, so romantic",,,
,,,,2008-11-18,39,BREAK,,,,BREAK,X,,
,,,,2008-11-18,40,What Was Left Was Red,The Leaving Trains,,,Leaving James Trainwreck,,,
,,,,2008-11-25,00,Playlist for 2008-11-25,,,,,X,,
,,,,2008-11-25,01,Baby Bitch,Aluminum Babe,,,Hail Boognish!,,,
,,,,2008-11-25,02,BREAK,,,,BREAK,X,,
,,,,2008-11-25,03,Hawaii Bikini Inspector,Monsieur LeRoc ,,,More of that deutsch fonqe,,,
,,,,2008-11-25,04,MissTake,Horrorpops,,,Thumpa thumpa... chick on bass,,,
,,,,2008-11-25,05,19-2000,Gorillaz,,,What is a cool shoeshine?,,,
,,,,2008-11-25,06,BREAK,,,,BREAK,X,,
,,,,2008-11-25,07,Baise Ça,Listing Ship,,,Now this is in my head.,,,
,,,,2008-11-25,08,Funky Fire,Aggrolites,,,The always-excellent Aggrolite with their modern CA reggae,,,
,,,,2008-11-25,09,I’ll Take You There,The Staple Singers,,,"From the ‘70s, but quite simpatico with the Aggrolites",,,
,,,,2008-11-25,10,BREAK,,,,BREAK,X,,
,,,,2008-11-25,11,Computer,Arling + Cameron,,,"Dedicated to the Librarian, loving that fat synth lead",,,
,,,,2008-11-25,12,Donut,Optiganally Yours,,,"Pea Hix and Rob Crow, also of Pinback and more",,,
,,,,2008-11-25,13,Uphill Spectre,Animal,,,Urgent,,,
,,,,2008-11-25,14,Very Rare,Jon Spencer Boosexposion,,,Going out all the way to Rancho Relaxo,,,
,,,,2008-11-25,15,BREAK,,,,BREAK,X,,
,,,,2008-11-25,16,Hot For Twinkies,The Go-Nuts,,,I don’t know the full story. You tell me.,,,
,,,,2008-11-25,17,Alan Bean,Hefner,,,Amazing song about the astronaut,,,
,,,,2008-11-25,18,Up + Down,The Donner Party,,,Feat. Sam Coombs from Quasi,,,
,,,,2008-11-25,19,BREAK,,,,BREAK,X,,
,,,,2008-11-25,20,Eskinaut,Star Sign Scorpio,,,Fuzziness galore,,,
,,,,2008-11-25,21,Gopher Mambo,Yma Sumac,,,What a set of pipes.,,,
,,,,2008-11-25,22,Indios do Norte,Forro In The Dark,,,With some help from David Byrne,,,
,,,,2008-11-25,23,BREAK,,,,BREAK,X,,
,,,,2008-11-25,24,Sweater Weather,The Oranges Band,,,Going out to Wednesday the 18th,,,
,,,,2008-11-25,25,That Don’t Work That Well For Us,Je Suis Africa,,,,,,
,,,,2008-11-25,26,Dreaming,Yo La Tengo,,,,,,
,,,,2008-11-25,27,BREAK,,,,BREAK,X,,
,,,,2008-11-25,28,On The Road,The Bowmans,,,"Going out to the Bowmans, duh",,,
,,,,2008-11-25,29,Abort,Tribe,,,Reminiscent of Laurie Anderson,,,
,,,,2008-11-25,30,Only Child,Mostly Bears,,,So Dramatic,,,
,,,,2008-11-25,31,BREAK,,,,BREAK,X,,
,,,,2008-11-25,32,Relax,The Boneless Children Foundation,,,"Winner, band name of the night",,,
,,,,2008-11-25,33,Take Your Credit Cards and Burn Them,Treephort,,,Short and to the point,,,
,,,,2008-11-25,34,Dreaming For The World,The Solace Brothers,,,It’s so hooky.,,,
,,,,2008-11-25,35,BREAK,,,,BREAK,X,,
,,,,2008-11-25,36,Besh O Drom,Tortapapir,,,Almost forgot some Balkanity!,,,
,,,,2008-11-25,37,Let Me Take You Far Away,Shake,,,Groovy psychedelia,,,
,,,,2008-11-25,38,Flesh Number One,Robyn Hitchcock,,,From... Globe of Frogs?,,,
,,,,2008-11-25,39,BREAK,,,,BREAK,X,,
,,,,2008-11-25,40,Let’s Do It,Eartha Kitt,,,Meeeeow.,,,
,,,,2008-11-25,41,You Are Invited,The Dismemberment Plan,,,Gotta love a band name from Groundhog Day,,,
,,,,2008-11-25,42,Tidal Wave,The Apples In Stereo,,,From their early days,,,
,,,,2008-11-25,43,BREAK,,,,BREAK,X,,
,,,,2008-11-25,44,Negrume Da Noite,Virginia Rodriguez,,,Brazilian Minimalism ... good night!,,,
,,,,2008-12-02,00,Playlist for 2008-12-02,,,,,X,,
,,,,2008-12-02,01,Ice Ice Baby,Ben Kweller,,,Yes. You heard right,,,
,,,,2008-12-02,02,BREAK,,,,BREAK,X,,
,,,,2008-12-02,03,Hierarchy Rock,Jason Trachtenberg,,,"Solo album, produced by Chris Ballew of PUSA",,,
,,,,2008-12-02,04,Sweetness Lies Within,Hefner,,,Darren Hayman’s voice breaks my heart,,,
,,,,2008-12-02,05,Got It (What You Need),Galactic,,,The sound of New Orleans,,,
,,,,2008-12-02,06,BREAK,,,,BREAK,X,,
,,,,2008-12-02,07,Let’s Move,Sir Millard Mulch,,,"Pack, unpack, pack up again and head right back",,,
,,,,2008-12-02,08,Ring The Alarm,Tenor Saw,,,A definitive sound system classic,,,
,,,,2008-12-02,09,Alfie,Lily Allen,,,Going out to George!,,,
,,,,2008-12-02,10,BREAK,,,,BREAK,X,,
,,,,2008-12-02,11,Sauerschnauze,Bodenstandig 3000,,,"Or as we hipsters know them, B3K",,,
,,,,2008-12-02,12,1000 Words,Arthur + Yu,,,Sounds like the Velvet Underground to me...,,,
,,,,2008-12-02,13,By The Way,Cagnee + Lacey,,,Had to follow up with more crypto-VU,,,
,,,,2008-12-02,14,BREAK,,,,BREAK,X,,
,,,,2008-12-02,15,The Burnout,Gosling,,,Dig that Benny + The Jets reference,,,
,,,,2008-12-02,16,I Got A Man,Positive K,,,From DJ Kicks : Hot Chip,,,
,,,,2008-12-02,17,Like You,Gramme,,,From DJ Kicks : Hot Chip,,,
,,,,2008-12-02,18,Your Ironic T-Shirt,Atomic 7,,,Always the best song titles,,,
,,,,2008-12-02,19,BREAK,,,,BREAK,X,,
,,,,2008-12-02,20,RR vs. D,Au,,,Nice fakeout! To carnival music!,,,
,,,,2008-12-02,21,Ani Meki,Habiluim,,,“I’m throwing up!”,,,
,,,,2008-12-02,22,Ungawa,Chow Nasty,,,Narsty... ungawa!,,,
,,,,2008-12-02,23,BREAK,,,,BREAK,X,,
,,,,2008-12-02,24,Barnes,Pinback,,,Too many coincidences to not play this,,,
,,,,2008-12-02,25,Le Pain Perdu,Cibo Matto,,,“The lost bread”?,,,
,,,,2008-12-02,26,Business Time,Flight of the Conchords,,,Hey... that’s tomorrow!,,,
,,,,2008-12-02,27,BREAK,,,,BREAK,X,,
,,,,2008-12-02,28,Train To Chicago,Drink Me,,,"“Gas station neon sign, orange and white.”",,,
,,,,2008-12-02,29,Tequila Calling,Big Sandy + his Fly-Rite Boys,,,Western swing done right,,,
,,,,2008-12-02,30,When I Drink,The Avett Brothers,,,,,,
,,,,2008-12-02,31,BREAK,,,,BREAK,X,,
,,,,2008-12-02,32,Outside Chance,Heavy Trash,,,Murcy. Featuring John Spensah of the Boosexposion,,,
,,,,2008-12-02,33,I Got You,Split Enz,,,Hooray for New Zealand,,,
,,,,2008-12-02,34,Cora,The Mommyheads,,,Where is Adam Elk now?,,,
,,,,2008-12-02,35,BREAK,,,,BREAK,X,,
,,,,2008-12-02,36,That’s That,Cass McCombs,,,,,,
,,,,2008-12-02,37,All-Night Dinah,Venice Shoreline Chris,,,"AKA Chris Murray, who is very Canadian and pale",,,
,,,,2008-12-02,38,Into Action,Tim Armstrong,,,"From Rancid, etc.",,,
,,,,2008-12-02,39,Nick Cave Dolls,Bongwater,,,I want one!,,,
,,,,2008-12-02,40,BREAK,,,,BREAK,X,,
,,,,2008-12-02,41,Buzz,B. Fleischman,,,Sink into honey...,,,
,,,,2008-12-09,00,Playlist for 2008-12-09,,,,,X,,
,,,,2008-12-09,01,Six Months In A Leaky Boat,Ted Leo,,,Some Split Enz to start things off...,,,
,,,,2008-12-09,02,BREAK,,,,BREAK,X,,
,,,,2008-12-09,03,Hablas Con Migo Señor?,Torpedo Boyz,,,Funny stuff... if you know Spanish,,,
,,,,2008-12-09,04,Spanish Bombs,The Clash,,,Spanish Bombs in Costa Rica!,,,
,,,,2008-12-09,05,You’re Supposed to be My Friend,1990s,,,More Glaswegian snottiness,,,
,,,,2008-12-09,06,BREAK,,,,BREAK,X,,
,,,,2008-12-09,07,Strano Mondo di Tanto Nome,Die Moulinettes / Stereo Total,,,Wonderful remix from Stereo Total,,,
,,,,2008-12-09,08,Interlude with Les Hommes,Les Hommes,,,"Very smooth, very nice",,,
,,,,2008-12-09,09,Mambo Sun,T. Rex,,,"Mmm, yes. Glitter for you",,,
,,,,2008-12-09,10,BREAK,,,,BREAK,X,,
,,,,2008-12-09,11,Ripple,Grateful Dead,,,By request!,,,
,,,,2008-12-09,12,Lamentation Walloo,Boogie Balagan,,,The chosen people ROCK,,,
,,,,2008-12-09,13,Chocochip,Money Mark,,,"So good, it got played twice",,,
,,,,2008-12-09,14,BREAK,,,,BREAK,X,,
,,,,2008-12-09,15,TV Party,Asylum Street Spankers,,,Black Flag... from Repo Man strck. Anyone hear about the Repo Man sequel?,,,
,,,,2008-12-09,16,The Other SIde Of The Moon,Don Tiki,,,Surprise ending there...,,,
,,,,2008-12-09,17,Dark Hair Is Cool Too,The Graves,,,,,,
,,,,2008-12-09,18,BREAK,,,,BREAK,X,,
,,,,2008-12-09,19,Mosey Home,Casper Fandango,,,Love the insane wizard organ solo,,,
,,,,2008-12-09,20,Wild Wild Lover,Flat Duo Jets,,,Wild wild trainwreck,,,
,,,,2008-12-09,21,BREAK,,,,BREAK,X,,
,,,,2008-12-09,22,Have A Heart Betty (I’m Not Fireproof),Soft Boys,,,I heart the Soft Boys,,,
,,,,2008-12-09,23,Break Your Mama’s Back,Slowrunner,,,,,,
,,,,2008-12-09,24,Leave It To You,Minisnap,,,Jangly and cute,,,
,,,,2008-12-09,25,BREAK,,,,BREAK,X,,
,,,,2008-12-09,26,Sugar Lump Lump,Drink Me,,,Going out to Brandon and the Robotronic Dynamite croo,,,
,,,,2008-12-09,27,Three Shades,NOMO,,,Afrobeat tonight,,,
,,,,2008-12-09,28,Our Happiness Is Guaranteed,Quasi,,,As threatened!,,,
,,,,2008-12-09,29,BREAK,,,,BREAK,X,,
,,,,2008-12-09,30,The Punks Are Writing Love Songs,Tullycraft,,,There is nobody like Tullycraft,,,
,,,,2008-12-09,31,Zorba the Greek,Herb Alpert,,,You heard right.,,,
,,,,2008-12-09,32,Slow Dive,Downtown Harvest ,,,,,,
,,,,2008-12-09,33,BREAK,,,,BREAK,X,,
,,,,2008-12-09,34,L’Heros,The Pinker Tones,,,In French!,,,
,,,,2008-12-09,35,Quadrospazzed,Thee Oh Sees,,,Another one cut short!,,,
,,,,2008-12-09,36,Peacebone,Animal Collective,,,Freaked out as always,,,
,,,,2008-12-09,37,BREAK,,,,BREAK,X,,
,,,,2008-12-09,38,Duppy Conqueror,David Hillyard + the Rocksteady 7,,,From the Slackers,,,
,,,,2008-12-16,00,Playlist for 2008-12-16,,,,,X,,
,,,,2008-12-16,01,Use Me,Holly Golightly,,,"Unmistakably unstable, Holly!",,,
,,,,2008-12-16,02,BREAK,,,,BREAK,X,,
,,,,2008-12-16,03,Maybe You Faked It,Adam Elk,,,From the Mommyheads,,,
,,,,2008-12-16,04,Ripchord,Rilo Kiley,,,"Hey, don’t forget The Elected",,,
,,,,2008-12-16,05,My Lunatic Friends,Deathray,,,Feat. members of Cake,,,
,,,,2008-12-16,06,BREAK,,,,BREAK,X,,
,,,,2008-12-16,07,Whatever,Asylum Street Spankers,,,Going out on a limb here...,,,
,,,,2008-12-16,08,Previous Condition,Lung Leg,,,Aow ya.,,,
,,,,2008-12-16,09,Mr. Bongo,Ursula 1000,,,"Reminds me, bring some Tipsy in",,,
,,,,2008-12-16,10,BREAK,,,,BREAK,X,,
,,,,2008-12-16,11,Seems So Heavy,Sloan,,,"I want this CD back, Rob Wilson",,,
,,,,2008-12-16,12,El Camino,Super Chikan,,,"Thank you, Iceberg Defect",,,
,,,,2008-12-16,13,Motherless Children,Brian Ritchie,,,Of Violent Femmes,,,
,,,,2008-12-16,14,BREAK,,,,BREAK,X,,
,,,,2008-12-16,15,We Used To Be Friends,Dandy Warhols,,,Talkin’ bout the BJM... check out Dig.,,,
,,,,2008-12-16,16,Quit Smoking,Mayor McCa,,,From the municipality of Donut Rock City,,,
,,,,2008-12-16,17,Sandlot Shuffle,White Hassle,,,Yes! Da Hassle!,,,
,,,,2008-12-16,18,BREAK,,,,BREAK,X,,
,,,,2008-12-16,19,Check It On Out,The Mondo Crescendo,,,Mislabeled!,,,
,,,,2008-12-16,20,Sparks,hollAnd,,,"Trevor Kampfmann, send me records!",,,
,,,,2008-12-16,21,Charlton Heston,Stump,,,"Lights, camel, action!",,,
,,,,2008-12-16,22,Somebody Lied,Kim Lenz + her Jaguars,,,Awesome twist ending,,,
,,,,2008-12-16,23,BREAK,,,,BREAK,X,,
,,,,2008-12-16,24,Worms,Presets,,,Wormy.,,,
,,,,2008-12-16,25,Kabelfreaks,Bodenstandig 2000,,,I was off by one thousand!,,,
,,,,2008-12-16,26,Lies Are Much More Fun,The Grates,,,Not to be confused with the Graves,,,
,,,,2008-12-16,27,BREAK,,,,BREAK,X,,
,,,,2008-12-16,28,Sugar’s Boogaloo,Sugarman 3,,,,,,
,,,,2008-12-16,29,Eastern Standard Time,Don Drummond,,,Time for a Jamaican standard.,,,
,,,,2008-12-16,30,Do Something,Smoking Popes,,,"On the East Timor Benefit compilation, once again available",,,
,,,,2008-12-16,31,BREAK,,,,BREAK,X,,
,,,,2008-12-16,32,Popcorn,Hot Butter,,,"Marc D’s first remembered song, quite special",,,
,,,,2008-12-16,33,When I Turn Off The Living Room Lights,Kinks,,,Ray Davies writes like the wind,,,
,,,,2008-12-16,34,Itches,Peggen,,,From Sweden,,,
,,,,2008-12-16,35,BREAK,,,,BREAK,X,,
,,,,2008-12-16,36,Stratosphere Boogie,Speedy West + Jimmy Bryant,,,Crazy sliding goin’ on,,,
,,,,2008-12-16,37,Kinky Peanuts,Armando Trovalo,,,More moog madness!,,,
